Cliente_ID,Probabilidad_Churn,Prediccion_Churn,Segmento_Riesgo,Abandono_Cliente,Meses_Cliente,Cargo_Total,Tipo_Contrato_encoded,Servicio_Internet_Fibra Óptica,Soporte_Tecnico_No
1655,0.48056681817286734,0,Medio_Riesgo,1,41,111.95,1,1,0
1656,0.05308802100517177,0,Bajo_Riesgo,0,55,85.1,2,0,0
1657,0.0580206957401832,0,Bajo_Riesgo,0,61,50.7,1,0,0
1658,0.17971247803386167,0,Medio_Riesgo,0,44,61.9,0,0,0
1659,0.3518949766097662,0,Medio_Riesgo,1,59,110.15,1,1,1
1660,0.7916012904921664,1,Alto_Riesgo,1,10,34.7,0,0,1
1661,0.31760740748196803,0,Medio_Riesgo,0,2,20.4,0,0,0
1662,0.026155250783941923,0,Bajo_Riesgo,0,56,19.8,2,0,0
1663,0.13565211216126033,0,Medio_Riesgo,0,72,108.4,2,1,0
1664,0.7941001126684173,1,Alto_Riesgo,0,1,74.7,0,1,0
1665,0.05064986719404223,0,Bajo_Riesgo,0,44,19.35,2,0,0
1666,0.28044212078088,0,Medio_Riesgo,0,10,19.75,0,0,0
1667,0.013139204364691147,0,Bajo_Riesgo,0,72,19.85,2,0,0
1668,0.07853050963197412,0,Bajo_Riesgo,0,66,54.8,1,0,1
1669,0.8392702630250409,1,Alto_Riesgo,1,24,101.05,0,1,1
1670,0.6497588990624256,1,Medio_Riesgo,0,18,89.6,1,1,1
1671,0.5468480732027132,1,Medio_Riesgo,1,22,54.45,0,0,1
1672,0.12799634396476914,0,Medio_Riesgo,0,64,94.6,2,1,1
1673,0.5401164221491057,1,Medio_Riesgo,0,22,39.2,0,0,1
1674,0.7820334342158861,1,Alto_Riesgo,0,38,102.6,0,1,1
1675,0.32093129161226774,0,Medio_Riesgo,0,5,20.25,0,0,0
1676,0.9202586733430362,1,Alto_Riesgo,1,6,98.25,0,1,1
1677,0.8755909660348004,1,Alto_Riesgo,1,1,70.3,0,1,1
1678,0.32692093185036886,0,Medio_Riesgo,0,18,56.8,0,0,1
1679,0.20459227255762705,0,Medio_Riesgo,0,11,53.8,1,0,0
1680,0.02874632973192669,0,Bajo_Riesgo,0,67,64.55,2,0,0
1681,0.5775065710673092,1,Medio_Riesgo,0,67,101.4,0,1,1
1682,0.022138677877786863,0,Bajo_Riesgo,0,72,25.7,2,0,0
1683,0.3577258779812458,0,Medio_Riesgo,0,47,75.45,0,1,1
1684,0.11925491984017478,0,Medio_Riesgo,0,54,72.1,1,0,0
1685,0.8645766930480128,1,Alto_Riesgo,1,12,98.1,0,1,1
1686,0.5588948078875006,1,Medio_Riesgo,0,31,84.75,0,1,1
1687,0.4173326811597921,0,Medio_Riesgo,0,11,64.05,0,0,1
1688,0.6104864497961487,1,Medio_Riesgo,1,40,55.8,0,0,1
1689,0.7568300135681909,1,Alto_Riesgo,0,11,75.2,0,1,1
1690,0.9006435679687318,1,Alto_Riesgo,1,5,92.5,0,1,1
1691,0.4555270215051262,0,Medio_Riesgo,0,1,19.75,0,0,0
1692,0.09152459591213472,0,Bajo_Riesgo,0,20,19.7,1,0,0
1693,0.24164656838579524,0,Medio_Riesgo,0,8,19.65,0,0,0
1694,0.7611586097163656,1,Alto_Riesgo,0,1,74.3,0,1,0
1695,0.12634748191179174,0,Medio_Riesgo,0,72,111.65,2,1,0
1696,0.8192450399605293,1,Alto_Riesgo,1,6,91.0,0,1,1
1697,0.6814552576113195,1,Alto_Riesgo,1,40,101.85,0,1,1
1698,0.5176681159763292,1,Medio_Riesgo,0,23,73.65,0,0,0
1699,0.4179474187715097,0,Medio_Riesgo,0,30,95.0,0,1,0
1700,0.6534262293151126,1,Medio_Riesgo,0,29,76.0,0,1,1
1701,0.49916826000409753,0,Medio_Riesgo,0,59,44.3,0,0,1
1702,0.494548366057837,0,Medio_Riesgo,1,41,83.75,0,1,1
1703,0.3778785222330323,0,Medio_Riesgo,0,58,97.8,1,1,1
1704,0.4154353604045033,0,Medio_Riesgo,0,1,20.65,0,0,0
1705,0.5748536198925164,1,Medio_Riesgo,0,4,44.8,0,0,1
1706,0.025710639947265346,0,Bajo_Riesgo,0,61,25.0,2,0,0
1707,0.8440737781799326,1,Alto_Riesgo,1,10,70.0,0,1,1
1708,0.26277224117901615,0,Medio_Riesgo,0,39,47.85,1,0,1
1709,0.2110883810737838,0,Medio_Riesgo,1,31,19.55,0,0,0
1710,0.7649210594609317,1,Alto_Riesgo,1,2,35.1,0,0,1
1711,0.2786929930765168,0,Medio_Riesgo,0,31,79.3,1,0,0
1712,0.8541626210407978,1,Alto_Riesgo,1,4,44.55,0,0,1
1713,0.7041831297507347,1,Alto_Riesgo,0,33,90.65,0,1,1
1714,0.2441641314238079,0,Medio_Riesgo,0,4,20.4,1,0,0
1715,0.03810580194530107,0,Bajo_Riesgo,0,32,73.6,2,0,0
1716,0.10912305739282752,0,Medio_Riesgo,0,72,110.8,2,1,0
1717,0.769846696111219,1,Alto_Riesgo,0,11,70.2,0,1,1
1718,0.7399187837711538,1,Alto_Riesgo,0,23,86.8,0,1,1
1719,0.628531415554146,1,Medio_Riesgo,1,6,98.15,0,1,0
1720,0.8835525934041988,1,Alto_Riesgo,1,1,69.55,0,1,1
1721,0.6501357798094148,1,Medio_Riesgo,0,15,95.7,0,1,0
1722,0.011335394735651852,0,Bajo_Riesgo,0,72,25.75,2,0,0
1723,0.028790335716266824,0,Bajo_Riesgo,0,35,24.3,2,0,0
1724,0.08210559601218458,0,Bajo_Riesgo,0,50,54.9,1,0,1
1725,0.9199037157348403,1,Alto_Riesgo,1,1,79.5,0,1,1
1726,0.8465251019304982,1,Alto_Riesgo,1,2,75.45,0,1,1
1727,0.0746625820077941,0,Bajo_Riesgo,0,41,78.45,2,0,0
1728,0.6654572379226865,1,Medio_Riesgo,0,33,54.6,0,0,0
1729,0.6904926870308563,1,Alto_Riesgo,1,38,99.25,0,1,1
1730,0.466219317696239,0,Medio_Riesgo,0,60,104.35,1,1,1
1731,0.19022092401255647,0,Medio_Riesgo,0,25,55.1,1,0,0
1732,0.09403655502150723,0,Bajo_Riesgo,0,0,0.0,2,0,0
1733,0.030747200902571874,0,Bajo_Riesgo,0,70,101.0,2,1,0
1734,0.3648893996592575,0,Medio_Riesgo,0,60,109.45,0,1,0
1735,0.18560263356818682,0,Medio_Riesgo,0,34,64.2,1,0,0
1736,0.6927181435321995,1,Alto_Riesgo,0,27,76.1,0,1,1
1737,0.020222511699450645,0,Bajo_Riesgo,0,60,20.6,2,0,0
1738,0.7914277737748365,1,Alto_Riesgo,1,17,76.45,0,1,1
1739,0.15990315296335042,0,Medio_Riesgo,1,71,93.7,2,1,1
1740,0.21910107282052613,0,Medio_Riesgo,0,56,103.2,2,1,0
1741,0.16597251537827667,0,Medio_Riesgo,1,61,94.1,2,1,0
1742,0.44098412095418993,0,Medio_Riesgo,0,15,30.2,0,0,1
1743,0.023199420273185164,0,Bajo_Riesgo,0,70,64.55,2,0,0
1744,0.561002228988244,1,Medio_Riesgo,0,1,24.7,0,0,1
1745,0.07401601516641126,0,Bajo_Riesgo,0,42,63.7,1,0,0
1746,0.3364299707061674,0,Medio_Riesgo,0,1,19.95,0,0,0
1747,0.9077377687461483,1,Alto_Riesgo,0,2,84.05,0,1,1
1748,0.011186183892436995,0,Bajo_Riesgo,0,72,20.7,2,0,0
1749,0.1719687434307183,0,Medio_Riesgo,0,52,75.4,1,0,1
1750,0.07673077152990665,0,Bajo_Riesgo,0,57,53.45,1,0,1
1751,0.17343844890924243,0,Medio_Riesgo,0,7,19.5,1,0,0
1752,0.24304468933948847,0,Medio_Riesgo,0,47,94.8,1,1,1
1753,0.23674193351373202,0,Medio_Riesgo,0,65,105.05,1,1,0
1754,0.03259533875776299,0,Bajo_Riesgo,0,72,23.3,1,0,0
1755,0.022432050993934343,0,Bajo_Riesgo,0,68,24.15,2,0,0
1756,0.44958338935417774,0,Medio_Riesgo,1,1,24.05,0,0,0
1757,0.8657433399799547,1,Alto_Riesgo,1,4,70.2,0,1,1
1758,0.7824360253089327,1,Alto_Riesgo,1,37,99.5,0,1,1
1759,0.020327667689627224,0,Bajo_Riesgo,0,72,21.15,2,0,0
1760,0.5569325798759314,1,Medio_Riesgo,0,48,91.05,0,1,1
1761,0.8208068509687596,1,Alto_Riesgo,1,7,69.0,0,1,1
1762,0.33692836921673475,0,Medio_Riesgo,0,1,19.55,0,0,0
1763,0.23471182556567857,0,Medio_Riesgo,0,35,73.45,1,0,0
1764,0.16841413915187078,0,Medio_Riesgo,0,44,100.1,2,1,0
1765,0.10527785575955867,0,Medio_Riesgo,0,37,45.4,2,0,0
1766,0.03494544070691747,0,Bajo_Riesgo,0,65,61.35,1,0,1
1767,0.032814769109568244,0,Bajo_Riesgo,0,59,65.5,1,0,0
1768,0.7611283327445932,1,Alto_Riesgo,0,22,50.6,0,0,1
1769,0.4450145418233745,0,Medio_Riesgo,0,1,70.45,0,0,0
1770,0.23725287936087822,0,Medio_Riesgo,0,54,30.4,0,0,1
1771,0.6764668022824728,1,Medio_Riesgo,0,44,111.5,0,1,1
1772,0.07218817869143537,0,Bajo_Riesgo,0,6,20.1,2,0,0
1773,0.05140484776658785,0,Bajo_Riesgo,0,50,19.75,1,0,0
1774,0.14365622925967136,0,Medio_Riesgo,0,13,19.3,1,0,0
1775,0.6689754546649421,1,Medio_Riesgo,1,3,24.75,0,0,1
1776,0.34690828205014257,0,Medio_Riesgo,0,1,20.35,0,0,0
1777,0.04485991702954051,0,Bajo_Riesgo,0,27,19.7,2,0,0
1778,0.043611520244993845,0,Bajo_Riesgo,0,71,109.3,2,1,0
1779,0.34397472140319557,0,Medio_Riesgo,0,14,44.6,1,0,1
1780,0.8051332182124702,1,Alto_Riesgo,0,31,101.4,0,1,1
1781,0.6999078994372823,1,Alto_Riesgo,0,20,96.55,0,1,0
1782,0.45708973157702293,0,Medio_Riesgo,0,12,43.8,0,0,1
1783,0.07399733541658086,0,Bajo_Riesgo,0,40,40.25,1,0,0
1784,0.595290577963999,1,Medio_Riesgo,1,6,30.5,0,0,1
1785,0.01651576747405401,0,Bajo_Riesgo,0,72,19.8,2,0,0
1786,0.4521894325382517,0,Medio_Riesgo,0,1,49.0,0,0,0
1787,0.8023513733837477,1,Alto_Riesgo,1,4,70.05,0,1,1
1788,0.8713677214608491,1,Alto_Riesgo,1,1,77.15,0,1,1
1789,0.04123987461496708,0,Bajo_Riesgo,0,64,76.1,2,0,0
1790,0.8406376981121636,1,Alto_Riesgo,1,12,100.15,0,1,1
1791,0.9125059344319004,1,Alto_Riesgo,1,4,81.0,0,1,1
1792,0.5096182757064888,1,Medio_Riesgo,0,71,107.5,0,1,1
1793,0.01812686748728265,0,Bajo_Riesgo,0,64,19.55,2,0,0
1794,0.3564296726149182,0,Medio_Riesgo,0,33,72.75,0,0,1
1795,0.8230811765749432,1,Alto_Riesgo,1,1,70.15,0,1,1
1796,0.2989504946311822,0,Medio_Riesgo,0,3,20.85,0,0,0
1797,0.38731936920599186,0,Medio_Riesgo,0,70,101.75,1,1,1
1798,0.5041847160433508,1,Medio_Riesgo,0,51,49.65,0,0,1
1799,0.6722974857651433,1,Medio_Riesgo,1,4,50.9,0,0,1
1800,0.019118235193288258,0,Bajo_Riesgo,0,67,19.4,2,0,0
1801,0.05579873090584402,0,Bajo_Riesgo,0,68,111.75,2,1,0
1802,0.014704393734749717,0,Bajo_Riesgo,0,62,23.65,2,0,0
1803,0.4707386264880349,0,Medio_Riesgo,1,66,100.05,0,1,0
1804,0.14249405938005918,0,Medio_Riesgo,1,53,60.05,1,0,0
1805,0.8988387475964967,1,Alto_Riesgo,1,1,69.6,0,1,1
1806,0.8025454209075035,1,Alto_Riesgo,1,4,48.55,0,0,1
1807,0.16452593200095908,0,Medio_Riesgo,0,64,84.3,1,1,1
1808,0.6135906792667282,1,Medio_Riesgo,0,3,46.1,0,0,1
1809,0.22766711004877782,0,Medio_Riesgo,0,71,56.45,1,0,1
1810,0.44839581871966816,0,Medio_Riesgo,0,2,19.65,0,0,0
1811,0.6635710610874078,1,Medio_Riesgo,1,27,79.5,0,1,0
1812,0.8884790245498271,1,Alto_Riesgo,1,9,85.05,0,1,1
1813,0.02860211198078209,0,Bajo_Riesgo,0,36,20.25,2,0,0
1814,0.9011151270871327,1,Alto_Riesgo,1,7,94.25,0,1,1
1815,0.01773541227083226,0,Bajo_Riesgo,0,65,76.15,2,0,0
1816,0.09758452876462066,0,Medio_Riesgo,0,33,19.45,1,0,0
1817,0.13903436551311016,0,Medio_Riesgo,0,54,108.0,2,1,0
1818,0.3272735804185786,0,Medio_Riesgo,0,1,19.9,0,0,0
1819,0.7911126031499148,1,Alto_Riesgo,1,15,74.45,0,1,1
1820,0.8915209085019936,1,Alto_Riesgo,1,4,100.2,0,1,1
1821,0.686314329861482,1,Alto_Riesgo,1,26,84.95,0,1,1
1822,0.8885460383964483,1,Alto_Riesgo,0,10,88.85,0,1,1
1823,0.27799434838566284,0,Medio_Riesgo,1,67,111.3,1,1,1
1824,0.9261860530871843,1,Alto_Riesgo,1,10,95.35,0,1,1
1825,0.034609231309439915,0,Bajo_Riesgo,0,60,76.95,2,0,0
1826,0.03415536956290087,0,Bajo_Riesgo,0,65,24.8,1,0,0
1827,0.07894124465876053,0,Bajo_Riesgo,0,72,104.9,2,1,0
1828,0.791589670172467,1,Alto_Riesgo,0,26,98.1,0,1,1
1829,0.19751338662087914,0,Medio_Riesgo,1,8,19.75,1,0,0
1830,0.3467818874091162,0,Medio_Riesgo,0,1,20.45,0,0,0
1831,0.5337554418128573,1,Medio_Riesgo,0,48,100.05,0,1,0
1832,0.5022883507129173,1,Medio_Riesgo,0,41,81.3,0,1,1
1833,0.7704700863504498,1,Alto_Riesgo,1,1,25.15,0,0,1
1834,0.919935959361458,1,Alto_Riesgo,1,6,91.1,0,1,1
1835,0.5586956917733906,1,Medio_Riesgo,0,1,44.75,0,0,1
1836,0.7082813477413931,1,Alto_Riesgo,0,37,88.8,0,1,1
1837,0.35703460756889055,0,Medio_Riesgo,0,56,110.5,1,1,1
1838,0.17311875017387462,0,Medio_Riesgo,0,7,19.9,1,0,0
1839,0.7699113091264607,1,Alto_Riesgo,0,4,80.3,0,1,1
1840,0.5166823078977606,1,Medio_Riesgo,0,71,99.65,0,1,1
1841,0.6809054721049388,1,Alto_Riesgo,0,58,98.9,0,1,1
1842,0.022749907830781985,0,Bajo_Riesgo,0,53,19.65,2,0,0
1843,0.7072135997904776,1,Alto_Riesgo,0,31,89.45,0,1,1
1844,0.3469714874691267,0,Medio_Riesgo,0,1,20.3,0,0,0
1845,0.49012221809259143,0,Medio_Riesgo,0,6,55.7,0,0,1
1846,0.09442734812309123,0,Bajo_Riesgo,0,49,66.15,2,0,0
1847,0.15766312871004767,0,Medio_Riesgo,0,8,58.2,1,0,0
1848,0.21004554247861434,0,Medio_Riesgo,0,22,20.05,1,0,0
1849,0.614045757933711,1,Medio_Riesgo,1,29,84.45,0,1,1
1850,0.10872256045116936,0,Medio_Riesgo,0,61,33.6,0,0,1
1851,0.4552664388205231,0,Medio_Riesgo,1,30,91.7,0,1,1
1852,0.740118236896638,1,Alto_Riesgo,1,25,89.1,0,1,1
1853,0.8914834617428612,1,Alto_Riesgo,0,9,79.55,0,1,1
1854,0.20513985816844532,0,Medio_Riesgo,0,5,20.55,1,0,0
1855,0.8978544096129503,1,Alto_Riesgo,1,9,85.35,0,1,1
1856,0.2057625916793709,0,Medio_Riesgo,0,65,108.05,1,1,0
1857,0.7687160807885702,1,Alto_Riesgo,0,29,101.45,0,1,1
1858,0.44723745015868255,0,Medio_Riesgo,0,1,25.75,0,0,0
1859,0.680939537390796,1,Alto_Riesgo,0,12,79.55,0,1,0
1860,0.23534551632419376,0,Medio_Riesgo,0,55,100.9,1,1,1
1861,0.7829362108694808,1,Alto_Riesgo,1,11,73.85,0,1,0
1862,0.012778586297323294,0,Bajo_Riesgo,0,68,25.05,2,0,0
1863,0.7310892213204355,1,Alto_Riesgo,0,34,105.35,0,1,0
1864,0.3354342657398964,0,Medio_Riesgo,0,1,20.75,0,0,0
1865,0.09218844407661028,0,Bajo_Riesgo,0,36,53.65,1,0,1
1866,0.06044661897490616,0,Bajo_Riesgo,0,15,25.2,2,0,0
1867,0.5351808463001734,1,Medio_Riesgo,0,10,51.65,0,0,1
1868,0.1134383044930714,0,Medio_Riesgo,0,3,71.1,2,0,0
1869,0.550635180726224,1,Medio_Riesgo,0,1,25.7,0,0,0
1870,0.3855457228135386,0,Medio_Riesgo,0,43,86.1,0,1,1
1871,0.281116447234737,0,Medio_Riesgo,0,8,20.05,0,0,0
1872,0.6281164698348262,1,Medio_Riesgo,1,4,46.0,0,0,1
1873,0.016336241572170448,0,Bajo_Riesgo,0,71,19.6,2,0,0
1874,0.803628145899628,1,Alto_Riesgo,1,17,93.85,0,1,1
1875,0.5516055767307423,1,Medio_Riesgo,0,6,48.95,0,0,1
1876,0.9411356432859558,1,Alto_Riesgo,1,2,94.0,0,1,1
1877,0.7114862917210109,1,Alto_Riesgo,1,1,49.55,0,0,1
1878,0.2491693719830149,0,Medio_Riesgo,1,64,105.65,1,1,0
1879,0.17725987776098426,0,Medio_Riesgo,0,39,54.85,1,0,0
1880,0.056474565469891554,0,Bajo_Riesgo,0,46,56.9,1,0,0
1881,0.9192365744298735,1,Alto_Riesgo,1,1,90.75,0,1,1
1882,0.033080647477260756,0,Bajo_Riesgo,0,72,84.2,2,0,0
1883,0.03251114244943419,0,Bajo_Riesgo,0,33,19.8,2,0,0
1884,0.41768655109106645,0,Medio_Riesgo,0,32,109.55,1,1,0
1885,0.42557123115405626,0,Medio_Riesgo,0,5,20.5,0,0,0
1886,0.8608564909480263,1,Alto_Riesgo,1,2,45.25,0,0,1
1887,0.8355857301401376,1,Alto_Riesgo,1,2,80.55,0,1,1
1888,0.7561452746978439,1,Alto_Riesgo,0,17,82.65,0,1,1
1889,0.2887677930181448,0,Medio_Riesgo,0,5,20.35,0,0,0
1890,0.48714810146083165,0,Medio_Riesgo,0,10,24.0,0,0,0
1891,0.744879383325634,1,Alto_Riesgo,0,1,50.15,0,0,1
1892,0.17613980872429053,0,Medio_Riesgo,0,41,56.3,1,0,1
1893,0.23523693833703374,0,Medio_Riesgo,1,63,99.9,1,1,1
1894,0.09398054756147373,0,Bajo_Riesgo,0,22,20.15,1,0,0
1895,0.44159756522233135,0,Medio_Riesgo,0,47,103.7,1,1,0
1896,0.03576402887513807,0,Bajo_Riesgo,0,65,74.2,2,0,0
1897,0.8510247374025276,1,Alto_Riesgo,0,8,100.15,0,1,0
1898,0.8516695362837194,1,Alto_Riesgo,1,10,95.2,0,1,1
1899,0.8470146721268904,1,Alto_Riesgo,1,9,77.65,0,1,1
1900,0.42655497511037394,0,Medio_Riesgo,0,35,89.2,1,1,0
1901,0.8745396432443847,1,Alto_Riesgo,1,2,74.7,0,1,1
1902,0.6319275808796821,1,Medio_Riesgo,0,8,43.35,0,0,1
1903,0.4645801616003348,0,Medio_Riesgo,0,24,29.1,0,0,1
1904,0.07447118221538421,0,Bajo_Riesgo,0,36,53.1,2,0,0
1905,0.09739504335551016,0,Bajo_Riesgo,0,67,111.3,2,1,0
1906,0.7573894100061758,1,Alto_Riesgo,1,15,83.05,0,1,0
1907,0.17869493273425613,0,Medio_Riesgo,0,0,0.0,2,0,0
1908,0.8806061898965173,1,Alto_Riesgo,1,1,78.05,0,1,1
1909,0.387377898710261,0,Medio_Riesgo,1,24,39.1,0,0,1
1910,0.40338281540368204,0,Medio_Riesgo,0,21,36.0,0,0,0
1911,0.6285504260111444,1,Medio_Riesgo,0,11,58.95,0,0,1
1912,0.7109743932540386,1,Alto_Riesgo,0,50,104.95,0,1,0
1913,0.14966044694479094,0,Medio_Riesgo,0,13,19.45,1,0,0
1914,0.0530084559492931,0,Bajo_Riesgo,0,64,110.3,2,1,0
1915,0.8857915970097615,1,Alto_Riesgo,0,3,80.35,0,1,1
1916,0.1257254058557635,0,Medio_Riesgo,0,71,85.45,1,1,1
1917,0.2775335474840736,0,Medio_Riesgo,0,9,20.15,0,0,0
1918,0.6637770189123133,1,Medio_Riesgo,0,1,83.4,0,1,0
1919,0.5432793149228105,1,Medio_Riesgo,0,3,20.5,0,0,0
1920,0.22070845423869273,0,Medio_Riesgo,1,53,60.45,1,0,0
1921,0.03641325022957279,0,Bajo_Riesgo,0,46,19.95,2,0,0
1922,0.2931825700291481,0,Medio_Riesgo,0,63,80.3,0,1,1
1923,0.08743757944327096,0,Bajo_Riesgo,0,71,108.55,2,1,0
1924,0.8710450870852368,1,Alto_Riesgo,0,5,69.35,0,1,1
1925,0.01882424692919268,0,Bajo_Riesgo,0,65,25.3,2,0,0
1926,0.7267937756678646,1,Alto_Riesgo,0,42,100.3,0,1,0
1927,0.8031791706934142,1,Alto_Riesgo,0,3,74.75,0,1,1
1928,0.3363375912662716,0,Medio_Riesgo,0,24,54.95,0,0,0
1929,0.015385144879988117,0,Bajo_Riesgo,0,66,20.55,2,0,0
1930,0.0522688995549128,0,Bajo_Riesgo,0,25,19.8,2,0,0
1931,0.1565983698075439,0,Medio_Riesgo,0,56,99.75,1,1,0
1932,0.39893265309939074,0,Medio_Riesgo,0,52,105.1,1,1,1
1933,0.04392376623758345,0,Bajo_Riesgo,0,23,25.1,2,0,0
1934,0.1373268763068884,0,Medio_Riesgo,0,25,26.8,1,0,0
1935,0.8284239374417612,1,Alto_Riesgo,0,32,101.35,0,1,1
1936,0.595808001274318,1,Medio_Riesgo,1,16,50.15,0,0,1
1937,0.6565587082248356,1,Medio_Riesgo,0,23,88.45,0,1,1
1938,0.23072236630751153,0,Medio_Riesgo,0,26,54.55,1,0,0
1939,0.06947488174498824,0,Bajo_Riesgo,0,49,20.05,1,0,0
1940,0.3244299222971306,0,Medio_Riesgo,0,1,20.05,0,0,0
1941,0.8386974145938384,1,Alto_Riesgo,1,5,70.25,0,1,1
1942,0.025852314290320776,0,Bajo_Riesgo,0,50,19.4,2,0,0
1943,0.5557671533278751,1,Medio_Riesgo,1,13,45.55,0,0,0
1944,0.08012335498327253,0,Bajo_Riesgo,0,28,19.9,1,0,0
1945,0.04996605052881329,0,Bajo_Riesgo,0,49,19.45,1,0,0
1946,0.650020287012223,1,Medio_Riesgo,0,18,95.05,0,1,0
1947,0.04066918014768652,0,Bajo_Riesgo,0,72,71.45,2,0,1
1948,0.7769264796689968,1,Alto_Riesgo,0,37,95.25,0,1,1
1949,0.470178072666018,0,Medio_Riesgo,0,7,29.8,0,0,1
1950,0.3315608718096094,0,Medio_Riesgo,0,45,81.4,0,1,1
1951,0.5166797577619545,1,Medio_Riesgo,0,19,45.0,0,0,1
1952,0.1470589035892014,0,Medio_Riesgo,0,29,19.8,1,0,0
1953,0.14634507520782208,0,Medio_Riesgo,0,61,103.9,1,1,0
1954,0.7324621682994331,1,Alto_Riesgo,0,4,45.9,0,0,1
1955,0.7369942442225256,1,Alto_Riesgo,0,38,103.65,0,1,0
1956,0.43912888592834465,0,Medio_Riesgo,0,2,19.9,0,0,0
1957,0.5582829729921444,1,Medio_Riesgo,1,1,45.05,0,0,1
1958,0.1456842968410912,0,Medio_Riesgo,0,15,45.9,1,0,0
1959,0.1517720439319323,0,Medio_Riesgo,1,71,108.05,2,1,0
1960,0.5165567362594063,1,Medio_Riesgo,1,52,84.1,0,1,1
1961,0.33991345011519686,0,Medio_Riesgo,1,2,20.65,0,0,0
1962,0.8728107677958044,1,Alto_Riesgo,1,24,93.15,0,1,1
1963,0.556476545206921,1,Medio_Riesgo,0,43,75.35,0,1,1
1964,0.5271912499304329,1,Medio_Riesgo,1,2,46.05,0,0,1
1965,0.44999156395286527,0,Medio_Riesgo,0,24,49.7,0,0,1
1966,0.8005934429293661,1,Alto_Riesgo,1,41,99.8,0,1,1
1967,0.7989498697926681,1,Alto_Riesgo,1,14,87.25,0,1,1
1968,0.03417581596138493,0,Bajo_Riesgo,0,64,68.3,2,0,0
1969,0.010607805801683015,0,Bajo_Riesgo,0,72,19.4,2,0,0
1970,0.3362823101453811,0,Medio_Riesgo,0,27,56.15,0,0,0
1971,0.44248333525840905,0,Medio_Riesgo,0,35,73.0,1,0,0
1972,0.5886709548841256,1,Medio_Riesgo,0,1,59.55,0,0,0
1973,0.818999506584679,1,Alto_Riesgo,1,1,68.65,0,1,1
1974,0.764691048965604,1,Alto_Riesgo,1,43,89.55,0,1,1
1975,0.4714101364486781,0,Medio_Riesgo,0,53,95.85,1,1,1
1976,0.32052474189230207,0,Medio_Riesgo,1,17,55.85,1,0,1
1977,0.7832417213454057,1,Alto_Riesgo,1,20,85.8,0,1,1
1978,0.1779717605676757,0,Medio_Riesgo,0,6,19.15,1,0,0
1979,0.7523106816070741,1,Alto_Riesgo,0,1,24.7,0,0,1
1980,0.04960882872361453,0,Bajo_Riesgo,0,61,89.65,2,0,0
1981,0.9228214761161215,1,Alto_Riesgo,1,4,89.2,0,1,1
1982,0.3479202153569551,0,Medio_Riesgo,0,1,19.55,0,0,0
1983,0.8396157227818043,1,Alto_Riesgo,1,1,80.5,0,1,1
1984,0.10406215025151495,0,Medio_Riesgo,0,68,83.65,1,1,0
1985,0.892188397723371,1,Alto_Riesgo,1,1,79.25,0,1,1
1986,0.7215268605718569,1,Alto_Riesgo,1,2,80.6,0,1,1
1987,0.6098099243902642,1,Medio_Riesgo,1,45,89.3,0,1,1
1988,0.5157422705120359,1,Medio_Riesgo,1,40,84.85,0,1,0
1989,0.7220861896379839,1,Alto_Riesgo,0,34,105.1,0,1,0
1990,0.8486077428599622,1,Alto_Riesgo,0,13,85.95,0,1,1
1991,0.4548352172292827,0,Medio_Riesgo,1,1,20.25,0,0,0
1992,0.17182590048991336,0,Medio_Riesgo,0,35,40.9,1,0,0
1993,0.09697316784934766,0,Bajo_Riesgo,0,35,19.9,1,0,0
1994,0.07703310762420885,0,Bajo_Riesgo,0,72,102.65,2,1,1
1995,0.8726395476456811,1,Alto_Riesgo,0,2,74.2,0,1,1
1996,0.2609820245526066,0,Medio_Riesgo,0,12,19.45,0,0,0
1997,0.025661828324067413,0,Bajo_Riesgo,0,69,75.75,2,0,0
1998,0.5128982173626311,1,Medio_Riesgo,0,57,104.9,0,1,0
1999,0.6889686851451962,1,Alto_Riesgo,1,35,70.3,0,1,1
2000,0.022907209258554457,0,Bajo_Riesgo,0,69,86.9,2,0,0
2001,0.3845905144631747,0,Medio_Riesgo,1,63,107.5,1,1,1
2002,0.24351566791094356,0,Medio_Riesgo,0,41,45.2,0,0,1
2003,0.03220163270650432,0,Bajo_Riesgo,0,47,21.3,2,0,0
2004,0.13064141460949547,0,Medio_Riesgo,1,72,117.8,1,1,0
2005,0.04366555880740902,0,Bajo_Riesgo,0,59,79.85,1,0,0
2006,0.052076683593551915,0,Bajo_Riesgo,0,18,19.35,2,0,0
2007,0.5829536837988858,1,Medio_Riesgo,1,25,34.0,0,0,1
2008,0.29943114115487257,0,Medio_Riesgo,0,40,80.8,1,1,1
2009,0.872668837398852,1,Alto_Riesgo,0,2,69.8,0,1,1
2010,0.47428539219808286,0,Medio_Riesgo,1,21,55.95,1,0,1
2011,0.2496892112534513,0,Medio_Riesgo,0,68,101.05,1,1,1
2012,0.024244289319293177,0,Bajo_Riesgo,0,70,19.55,2,0,0
2013,0.5965531885554969,1,Medio_Riesgo,0,1,44.55,0,0,1
2014,0.056492110516693714,0,Bajo_Riesgo,0,72,84.05,2,1,1
2015,0.7857752899938061,1,Alto_Riesgo,0,2,70.4,0,1,1
2016,0.12502905552077137,0,Medio_Riesgo,0,11,20.6,1,0,0
2017,0.025433262375347734,0,Bajo_Riesgo,0,56,24.95,2,0,0
2018,0.2858543669516709,0,Medio_Riesgo,0,36,34.85,0,0,0
